episode,reward,steps,completed_lap,collisions,epsilon
538,2824.434992218024,615,1,5,0.1986072836794012
539,2819.444644260412,605,1,4,0.198011461828363
540,4465.54029449464,1123,1,13,0.1974174274428779
541,3938.748056564344,952,1,10,0.19682517516054926
542,5228.087736721035,1264,1,15,0.19623469963506762
543,4044.154365956798,980,1,12,0.1956459955361624
544,2570.7707106781054,519,1,2,0.1950590575495539
545,2890.06824493409,625,1,5,0.19447388037690524
546,3440.410025367741,767,1,8,0.19389045873577454
547,4350.570147686018,1016,1,13,0.19330878735956722
548,5059.293430881497,1166,1,15,0.1927288609974885
549,2975.1111052894666,623,1,6,0.19215067441449604
550,3188.3575276565657,704,1,6,0.19157422239125255
551,2607.7396611213717,545,1,3,0.1909994997240788
552,2761.0156451416096,604,1,5,0.19042650122490654
553,3175.7916775512813,726,1,7,0.18985522172123181
554,3415.303598327644,764,1,8,0.18928565605606812
555,3647.607602901471,849,1,10,0.1887177990878999
556,2989.1356817627025,628,1,5,0.1881516456906362
557,3569.4604841232403,790,1,8,0.18758719075356428
558,2756.85132968903,566,1,3,0.18702442918130358
559,3082.564293212899,694,1,6,0.18646335589375967
560,2734.4037753677417,567,1,5,0.1859039658260784
561,4227.972630767837,921,1,13,0.18534625392860016
562,2891.8478667831473,607,1,6,0.18479021516681435
563,3137.524154815679,702,1,8,0.1842358445213139
564,2872.949724807748,593,1,4,0.18368313698774996
565,2549.7582105255174,522,1,3,0.1831320875767867
566,2634.690884513863,569,1,4,0.18258269131405633
567,3528.2157682609686,844,1,9,0.18203494324011416
568,2708.936670894626,594,1,3,0.18148883841039382
569,2929.2150896263197,649,1,5,0.18094437189516263
570,2613.537969551091,577,1,3,0.18040153877947715
571,2903.6871772003215,649,1,4,0.1798603341631387
572,3097.787554969792,688,1,5,0.1793207531606493
573,3268.690048027048,770,1,9,0.17878279090116736
574,5211.863929328913,1267,1,16,0.17824644252846386
575,3797.586967554106,853,1,9,0.17771170320087848
576,3205.679795913703,676,1,5,0.17717856809127586
577,4400.72763652803,1030,1,13,0.17664703238700202
578,3679.610880851759,835,1,9,0.17611709128984102
579,4375.933341522233,1049,1,14,0.1755887400159715
580,3998.943579521188,918,1,9,0.1750619737959236
581,3983.7971328735507,905,1,10,0.1745367878745358
582,3523.0396073341494,875,1,9,0.1740131775109122
583,3185.8246981811653,729,1,7,0.17349113797837945
584,2833.650628776557,654,1,5,0.17297066456444432
585,3032.2937518692142,697,1,6,0.172451752570751
586,2583.885358695987,546,1,3,0.17193439731303872
587,3249.435169472704,743,1,8,0.1714185941210996
588,3788.686974754347,958,1,12,0.1709043383387363
589,3042.569551525127,697,1,6,0.1703916253237201
590,5460.85351522446,1266,1,16,0.16988045044774894
591,4058.1917577743607,880,1,8,0.1693708090964057
592,3095.8557876587056,720,1,7,0.1688626966691165
593,3273.540031681065,732,1,8,0.16835610857910915
594,4721.54570835114,1091,1,13,0.16785104025337183
595,6553.59122901913,1677,1,26,0.16734748713261172
596,7362.711185665061,1819,1,26,0.16684544467121387
597,3001.7710806655973,656,1,7,0.16634490833720023
598,5754.218128738394,1337,1,17,0.16584587361218864
599,3701.6832862472675,857,1,9,0.16534833599135207
600,3083.6954861259555,652,1,5,0.164852290983378
601,3324.0769180679395,798,1,9,0.16435773411042787
602,3387.6072503662194,757,1,8,0.1638646609080966
603,3877.9756166649004,894,1,10,0.1633730669253723
604,2665.2794196510367,533,1,3,0.16288294772459616
605,3026.550119533547,638,1,4,0.16239429888142237
606,3547.1625289535646,857,1,8,0.1619071159847781
607,2995.044507007609,641,1,5,0.16142139463682378
608,3143.289347190866,704,1,6,0.1609371304529133
609,3427.6490951538167,765,1,7,0.16045431906155455
610,3166.2531710052535,738,1,7,0.15997295610436987
611,5048.826581249226,1247,1,16,0.15949303723605676
612,3002.477531776432,632,1,4,0.1590145581243486
613,4657.4956710815495,1110,1,14,0.15853751444997555
614,3406.2317570114255,803,1,9,0.1580619019066256
615,3514.4771184921347,795,1,10,0.15758771620090573
616,3839.9582476806777,934,1,11,0.157114953052303
617,2845.9730931091367,616,1,4,0.1566436081931461
618,3355.038214559564,779,1,8,0.15617367736856666
619,4207.198357887281,974,1,12,0.15570515633646095
620,3245.8034044981077,745,1,9,0.15523804086745158
621,3002.50809219361,671,1,4,0.15477232674484923
622,3249.031427583706,742,1,7,0.15430800976461467
623,2969.2217472457924,673,1,7,0.15384508573532082
624,3661.713567285548,796,1,8,0.15338355047811486
625,4435.608037757887,1050,1,13,0.15292339982668052
626,3994.3623694610737,929,1,11,0.15246462962720048
627,2831.917011642467,640,1,5,0.15200723573831887
628,3039.446357326517,711,1,8,0.15155121403110391
629,3299.078681640638,741,1,6,0.1510965603890106
630,2918.8040848350615,652,1,5,0.15064327070784356
631,3682.4606345844386,869,1,9,0.15019134089572003
632,3785.739592819223,861,1,9,0.14974076687303287
633,3876.108639330879,864,1,10,0.14929154457241375
634,3222.343553733833,735,1,7,0.14884366993869652
635,2528.191229095465,503,1,2,0.14839713892888043
636,3147.919356765758,668,1,6,0.14795194751209378
637,2832.3117538833662,608,1,5,0.1475080916695575
638,3796.994205417646,858,1,9,0.14706556739454882
639,4194.243540534985,967,1,12,0.14662437069236517
640,2670.5445330810594,544,1,3,0.14618449758028806
641,3393.713721618661,697,1,6,0.1457459440875472
642,3130.486804409031,664,1,6,0.14530870625528455
643,2727.880410859592,577,1,5,0.1448727801365187
644,3437.2531762504686,743,1,8,0.14443816179610913
645,6376.264017066929,1522,1,22,0.1440048473107208
646,2986.252170429241,607,1,6,0.14357283276878863
647,3021.744910964974,627,1,7,0.14314211427048226
648,4643.288779172912,1047,1,17,0.1427126879276708
649,3217.264628515252,717,1,9,0.1422845498638878
650,3673.6681513428784,925,1,11,0.14185769621429614
651,2917.446333436975,646,1,7,0.14143212312565326
652,3781.6245810890346,853,1,10,0.1410078267562763
653,3109.673953094492,618,1,6,0.14058480327600748
654,2801.0008958816593,575,1,5,0.14016304886617945
655,3301.9670695114223,751,1,8,0.1397425597195809
656,3667.4241414833177,856,1,9,0.13932333204042216
657,3332.1237152862664,711,1,7,0.1389053620443009
658,2931.1910599899393,679,1,7,0.138488645958168
659,2709.12146146775,581,1,5,0.1380731800202935
660,2552.7403206157724,526,1,3,0.13765896048023263
661,3586.315655941977,829,1,10,0.13724598359879192
662,2954.74769041062,634,1,6,0.13683424564799554
663,3255.7999603653047,723,1,7,0.13642374291105155
664,2873.3150770187453,595,1,5,0.1360144716823184
665,3183.398948755275,823,1,7,0.13560642826727143
666,2707.961879491814,660,1,5,0.1351996089824696
667,2856.5260241699298,669,1,7,0.1347940101555222
668,2926.417774267206,639,1,6,0.13438962812505564
669,3052.1870556640674,631,1,4,0.13398645924068048
670,2741.8657737350522,557,1,4,0.13358449986295842
671,2969.0711624908517,656,1,6,0.13318374636336955
672,3012.3952783584677,680,1,6,0.13278419512427944
673,2637.4667774581944,508,1,4,0.1323858425389066
674,2777.4311962127754,595,1,6,0.13198868501128988
675,2966.449075069435,653,1,6,0.13159271895625602
676,2702.1778070831324,583,1,4,0.13119794079938724
677,3408.517196884168,753,1,7,0.13080434697698906
678,3046.4876220703213,635,1,5,0.1304119339360581
679,2587.4630715370267,520,1,4,0.13002069813424993
680,3314.841245250715,741,1,8,0.12963063603984717
681,4799.313979492193,1062,1,16,0.12924174413172762
682,4278.172181892408,975,1,15,0.12885401889933243
683,2691.8511372089433,520,1,5,0.12846745684263444
684,3296.014947891244,735,1,7,0.12808205447210655
685,2735.974482688912,597,1,4,0.12769780830869024
686,5812.259842777242,1375,1,18,0.12731471488376417
687,4294.003862781532,939,1,12,0.12693277073911288
688,3881.657586898816,808,1,9,0.12655197242689553
689,3368.8941516876293,750,1,8,0.12617231650961486
690,3975.1705246067154,917,1,12,0.12579379956008602
691,2711.390776100165,543,1,3,0.12541641816140575
692,3451.782567291271,751,1,8,0.12504016890692154
693,3851.8959262222156,830,1,9,0.12466504840020078
694,3663.654644432079,828,1,8,0.12429105325500017
695,2534.9189384079036,512,1,3,0.12391818009523517
696,6413.5942081355815,1488,1,21,0.12354642555494946
697,2960.7433136749337,616,1,5,0.12317578627828461
698,5885.497567944489,1506,1,21,0.12280625891944975
699,3239.000735282905,685,1,7,0.1224378401426914
700,3051.693957157143,634,1,5,0.12207052662226334
701,3721.0013103675933,839,1,8,0.12170431504239655
702,3468.6790525817974,743,1,7,0.12133920209726937
703,3813.916603317277,878,1,10,0.12097518449097756
704,2890.028704719551,641,1,5,0.12061225893750463
705,3415.1487793159617,804,1,8,0.12025042216069212
706,3766.6998165512146,838,1,9,0.11988967089421004
707,3260.4374651909006,705,1,6,0.11953000188152742
708,2799.329393653876,586,1,4,0.11917141187588283
709,2541.49025699616,479,1,2,0.11881389764025518
710,2510.8260136222902,507,1,3,0.11845745594733442
711,3180.0787617147025,600,1,5,0.11810208357949242
712,2763.570706787116,608,1,5,0.11774777732875394
713,2777.0728732299885,574,1,3,0.11739453399676768
714,2571.150281753546,458,1,2,0.11704235039477738
715,2956.594656620035,622,1,5,0.11669122334359305
716,2723.3662174606366,553,1,2,0.11634114967356228
717,2819.0106697464034,588,1,3,0.1159921262245416
718,2792.878341283806,583,1,6,0.11564414984586797
719,2946.026621284489,618,1,4,0.11529721739633036
720,6071.34029995916,1434,1,20,0.11495132574414137
721,3390.873824462902,712,1,7,0.11460647176690894
722,9554.343766212383,2290,1,36,0.11426265235160821
723,3242.237305617342,730,1,7,0.11391986439455339
724,4083.8011757850813,870,1,11,0.11357810480136972
725,2981.829427938472,651,1,7,0.11323737048696561
726,3917.2255559492305,911,1,10,0.11289765837550471
727,3050.8226052284317,720,1,8,0.1125589654003782
728,5860.692286181444,1345,1,19,0.11222128850417706
729,5225.556306333543,1239,1,16,0.11188462463866453
730,4960.083595428477,1167,1,16,0.11154897076474853
731,2887.620289869316,604,1,6,0.11121432385245428
732,3188.205050487525,664,1,5,0.11088068088089692
733,3122.030022716533,640,1,6,0.11054803883825423
734,3915.577910652174,843,1,9,0.11021639472173947
735,3471.083482646953,740,1,7,0.10988574553757426
736,6268.036066894509,1501,1,22,0.10955608830096153
737,3270.0776047134523,723,1,9,0.10922742003605865
738,3225.053516139994,733,1,8,0.10889973777595047
739,4167.649391789455,919,1,11,0.10857303856262261
740,3126.617289413222,754,1,8,0.10824731944693475
741,4267.112831764238,1011,1,12,0.10792257748859395
742,5056.138278446204,1152,1,17,0.10759880975612816
743,3688.6802039337335,794,1,9,0.10727601332685978
744,3820.412908687603,863,1,10,0.1069541852868792
745,8705.71149121278,2072,1,33,0.10663332273101855
746,2920.840819988256,632,1,4,0.1063134227628255
747,2684.209541015632,551,1,3,0.10599448249453702
748,3094.993311347974,663,1,5,0.10567649904705341
749,2501.125603370672,496,1,2,0.10535946954991225
750,2479.7750450420426,491,1,2,0.10504339114126252
751,8087.836537322949,1962,1,31,0.10472826096783873
752,2794.7340831756687,575,1,4,0.10441407618493521
753,2672.9989298629825,551,1,4,0.10410083395638041
754,2919.2293956756666,635,1,6,0.10378853145451127
755,3974.4182312011912,940,1,11,0.10347716586014773
756,3152.3879727506755,703,1,6,0.10316673436256728
757,4356.65239795686,1023,1,11,0.10285723415947957
758,9969.888551158812,2459,1,38,0.10254866245700113
759,2484.478560066225,475,1,2,0.10224101646963013
760,3642.0816130828994,824,1,9,0.10193429342022124
761,3713.268603029261,833,1,9,0.10162849053996058
762,3087.154966926583,670,1,6,0.10132360506834069
763,2964.012967338572,648,1,6,0.10101963425313566
764,2940.446218566903,651,1,7,0.10071657535037626
765,2901.428347930917,642,1,5,0.10041442562432513
766,2830.163093976979,581,1,3,0.10011318234745216
767,2942.617775268563,624,1,4,0.0998128428004098
768,2853.7212737846435,641,1,4,0.09951340427200858
769,3297.759093894968,733,1,6,0.09921486405919255
770,3003.2742849159313,721,1,7,0.09891721946701497
771,2481.9552362537456,512,1,3,0.09862046780861393
772,3175.3412850380073,680,1,6,0.09832460640518809
773,2700.0557593917906,572,1,4,0.09802963258597253
774,2921.71351579667,648,1,6,0.0977355436882146
775,3109.07417037011,694,1,6,0.09744233705714996
776,3109.025576324474,694,1,5,0.09715001004597851
777,4304.269280357373,939,1,11,0.09685856001584058
778,3447.5295555496295,758,1,8,0.09656798433579306
779,2689.4954732132014,534,1,2,0.09627828038278567
780,2860.628600234992,644,1,6,0.09598944554163731
781,2969.6531189727866,636,1,6,0.0957014772050124
782,2827.49999765397,623,1,5,0.09541437277339737
783,2763.3925307083186,571,1,4,0.09512812965507718
784,4090.360509376541,906,1,10,0.09484274526611194
785,2731.2319211769163,596,1,5,0.09455821703031361
786,3348.760093030939,737,1,5,0.09427454237922267
787,3175.292258872993,693,1,6,0.09399171875208501
788,4494.415021705633,1010,1,11,0.09370974359582875
789,3927.130309257522,862,1,8,0.09342861436504125
790,3721.9807074546943,840,1,8,0.09314832852194613
791,4069.5810901355917,964,1,11,0.09286888353638029
792,3876.491873130811,827,1,7,0.09259027688577115
793,2568.097041149147,509,1,3,0.09231250605511383
794,2916.6844445610113,588,1,5,0.0920355685369485
795,2899.344297752386,587,1,5,0.09175946183133765
796,3224.617144622815,673,1,5,0.09148418344584364
797,2512.971125507362,470,1,2,0.0912097308955061
798,3501.3647495460627,754,1,7,0.09093610170281959
799,3248.5526643562403,716,1,7,0.09066329339771112
800,2893.785949249277,649,1,7,0.09039130351751799
801,2609.63356882096,542,1,3,0.09012012960696544
802,2787.0621869278016,544,1,4,0.08984976921814454
803,3254.434712762843,689,1,6,0.0895802199104901
804,3097.7331962585513,590,1,4,0.08931147925075864
805,3177.252175540933,689,1,8,0.08904354481300636
806,2962.4917505645817,588,1,4,0.08877641417856734
807,2745.4422230148375,553,1,5,0.08851008493603164
808,2761.2858980369615,554,1,4,0.08824455468122355
809,3173.249054603588,671,1,7,0.08797982101717988
810,3380.5053434181295,741,1,6,0.08771588155412834
811,2856.419162864693,569,1,4,0.08745273390946595
812,2856.1830303382944,569,1,5,0.08719037570773755
813,2996.056267566689,634,1,5,0.08692880458061433
814,3027.7815425682134,646,1,6,0.08666801816687249
815,3138.7396380424557,585,1,6,0.08640801411237187
816,2569.6193208694485,505,1,3,0.08614879007003474
817,3302.2472924423278,674,1,6,0.08589034369982464
818,3050.8263430452457,677,1,8,0.08563267266872517
819,5735.899426155071,1386,1,19,0.085375774650719
820,3041.812873039253,622,1,4,0.08511964732676684
821,2791.3831187820533,582,1,5,0.08486428838478655
822,2545.678255844122,510,1,3,0.08460969551963218
823,3063.1834621810954,638,1,6,0.08435586643307329
824,4288.984047050488,1009,1,14,0.08410279883377407
825,4547.455634222036,992,1,12,0.08385049043727275
826,2841.6994174194397,574,1,5,0.08359893896596093
827,5273.861815280901,1279,1,18,0.08334814214906305
828,5806.149760818463,1380,1,19,0.08309809772261587
829,3259.779899129288,705,1,7,0.08284880342944802
830,10643.874331664952,2500,0,44,0.08260025701915967
831,4222.292151718148,911,1,10,0.0823524562481022
832,6515.482736577945,1568,1,24,0.08210539887935789
833,3112.6815121078557,638,1,5,0.08185908268271981
834,2780.19555408479,579,1,5,0.08161350543467165
835,3136.786568374642,604,1,6,0.08136866491836764
836,3409.9854001998983,775,1,9,0.08112455892361253
837,4667.309788093577,1017,1,13,0.0808811852468417
838,5320.581319427491,1235,1,16,0.08063854169110117
839,4306.746644191754,906,1,11,0.08039662606602786
840,3615.0835470771863,692,1,7,0.08015543618782978
841,3575.7575627708516,703,1,6,0.07991496987926629
842,3183.958301792152,597,1,5,0.07967522496962849
843,5862.215484123205,1346,1,20,0.07943619929471961
844,2512.2406472873736,514,1,4,0.07919789069683544
845,3109.0204092979484,650,1,5,0.07896029702474494
846,2842.662790946965,596,1,5,0.0787234161336707
847,2680.8600382614204,531,1,4,0.07848724588526969
848,2567.0801259040873,530,1,3,0.07825178414761388
849,3710.3109073448263,836,1,8,0.07801702879517104
850,3607.1484165382517,849,1,10,0.07778297770878553
851,5746.836368618002,1362,1,19,0.07754962877565917
852,7064.352240629163,1634,1,25,0.0773169798893322
853,3269.7636411476196,756,1,7,0.07708502894966421
854,2644.27264757157,535,1,2,0.07685377386281522
855,2939.5938448333786,608,1,3,0.07662321254122678
856,3196.4298355674778,672,1,5,0.0763933429036031
857,2692.8445298767165,527,1,2,0.07616416287489229
858,2652.390272512444,563,1,3,0.07593567038626761
859,2846.712159576424,578,1,4,0.0757078633751088
860,3085.90993480683,620,1,4,0.07548073978498347
861,2983.507736854558,631,1,4,0.07525429756562853
862,3290.1007319069013,722,1,6,0.07502853467293165
863,3038.0145738601746,620,1,4,0.07480344906891286
864,2673.308770484928,544,1,4,0.07457903872170611
865,2604.0041785240232,530,1,4,0.07435530160554099
866,2819.998753967292,608,1,5,0.07413223570072437
867,2936.719578247083,591,1,4,0.0739098389936222
868,2925.8063071251013,625,1,6,0.07368810947664134
869,2943.9147047805845,591,1,5,0.07346704514821141
870,3497.7692736244317,757,1,7,0.07324664401276677
871,6354.024517936683,1394,1,22,0.07302690408072847
872,4542.038967418686,950,1,12,0.07280782336848628
873,3567.359146270764,767,1,9,0.07258939989838081
874,3352.0092065429826,732,1,8,0.07237163169868567
875,4535.327254714976,983,1,13,0.07215451680358961
876,9943.79822998038,2500,0,44,0.07193805325317884
877,3612.1146952056997,758,1,9,0.07172223909341931
878,10556.930883788948,2500,0,45,0.07150707237613906
879,3142.1157763671954,684,1,8,0.07129255115901063
880,3027.0918228530945,693,1,6,0.0710786735055336
881,2837.48468681336,577,1,6,0.07086543748501699
882,2987.387571659096,653,1,7,0.07065284117256193
883,4371.22779215814,983,1,15,0.07044088264904425
884,3156.304350299845,674,1,7,0.07022956000109712
885,3132.315954437264,683,1,8,0.07001887132109383
886,2880.114009876258,614,1,6,0.06980881470713055
887,2713.8785214954682,548,1,5,0.06959938826300915
888,2758.9107682323524,567,1,4,0.06939059009822013
889,2462.4988757133524,490,1,3,0.06918241832792547
890,2799.266858139044,533,1,4,0.0689748710729417
891,3284.17412853242,710,1,9,0.06876794645972288
892,2850.8124684333848,605,1,5,0.06856164262034371
893,3742.773420944232,928,1,12,0.06835595769248268
894,2970.9003913879465,620,1,5,0.06815088981940523
895,3201.962291526806,655,1,7,0.06794643714994701
896,3373.993152694711,746,1,8,0.06774259783849718
897,2965.526805877691,645,1,8,0.06753937004498169
898,2642.946004066475,552,1,5,0.06733675193484674
899,2798.6706112480247,577,1,5,0.0671347416790422
900,3276.0083842277604,740,1,10,0.06693333745400507
901,3079.348856468208,694,1,9,0.06673253744164305
902,4082.475992813125,963,1,14,0.06653233982931812
903,3022.533963851941,631,1,6,0.06633274280983018
904,3791.3352512550505,789,1,11,0.06613374458140069
905,2773.3081210327214,509,1,4,0.06593534334765648
906,4806.712941665663,1044,1,14,0.06573753731761352
907,11032.355892944279,2500,0,50,0.06554032470566068
908,10472.682116699121,2500,0,48,0.0653437037315437
909,8292.55134649268,1975,1,39,0.06514767262034907
910,3797.0192493438826,830,1,11,0.06495222960248802
911,3698.9912964153373,781,1,11,0.06475737291368056
912,4898.093536682137,979,1,15,0.06456310079493952
913,4204.195291471498,995,1,15,0.06436941149255469
914,3309.3211931991655,776,1,9,0.06417630325807702
915,2590.3135441207937,538,1,4,0.0639837743483028
916,3721.879890403762,827,1,9,0.06379182302525789
917,3189.0672893524247,735,1,7,0.06360044755618212
918,3052.2246221637815,632,1,5,0.06340964621351357
919,2837.667442331321,587,1,5,0.06321941727487303
920,3445.455470752724,730,1,7,0.0630297590230484
921,2755.382719917303,554,1,4,0.06284066974597925
922,2884.001213359842,585,1,6,0.06265214773674131
923,2889.304024009711,546,1,3,0.06246419129353109
924,2533.6776130676294,475,1,2,0.0622767987196505
925,3409.758835124979,705,1,6,0.06208996832349155
926,2607.5382237339054,503,1,2,0.06190369841852107
927,3890.33233682634,899,1,11,0.06171798732326551
928,2915.2080421447854,565,1,4,0.06153283336129571
929,2618.9546034240793,508,1,3,0.061348234861211826
930,3126.7665450286954,649,1,6,0.06116419015662819
931,2609.02132400513,493,1,2,0.0609806975861583
932,2634.0881452131316,506,1,2,0.06079775549339983
933,2780.0051232719475,548,1,3,0.06061536222691963
934,3989.6442688751354,1001,1,14,0.06043351614023887
935,2973.3308917874137,643,1,6,0.060252215591818155
936,3128.0895146846833,700,1,6,0.0600714589450427
937,2665.3058013629984,499,1,3,0.05989124456820757
938,3279.123868694311,703,1,8,0.059711570834502944
939,3009.8601447105466,625,1,5,0.05953243612199943
940,2614.8857521057184,525,1,3,0.05935383881363344
941,2862.7895288062186,604,1,5,0.05917577729719254
942,2881.0791423988394,594,1,4,0.05899824996530096
943,2626.2016057396,508,1,2,0.05882125521540506
944,3397.7648436927866,728,1,7,0.05864479144975884
945,2980.4693357598867,629,1,4,0.05846885707540957
946,2537.264773826604,511,1,2,0.05829345050418334
947,3069.371399803168,629,1,5,0.05811857015267079
948,3070.5467980194157,651,1,4,0.057944214442212774
949,2889.4059407043533,611,1,4,0.05777038179888613
950,2625.154982166297,516,1,2,0.05759707065348948
951,2451.2346636772204,455,1,1,0.05742427944152901
952,2708.165801515585,538,1,3,0.057252006603204425
953,2512.4634459114113,482,1,2,0.05708025058339481
954,2759.040623893745,568,1,4,0.056909009831644625
955,2611.178758831032,504,1,2,0.05673828280214969
956,3260.5293731331903,725,1,6,0.05656806795374324
957,3006.7936581611716,600,1,4,0.056398363749882004
958,3003.2671599578944,669,1,7,0.05622916865863236
959,2672.775975399025,541,1,3,0.056060481152656466
960,2798.520202426916,591,1,4,0.0558922997091985
961,2876.975975475318,557,1,3,0.0557246228100709
962,2851.741461582192,569,1,4,0.055557448941640684
963,2728.175484123235,533,1,3,0.05539077659481576
964,2720.487459831244,526,1,3,0.05522460426503131
965,2962.4966673660365,701,1,8,0.05505893045223622
966,3589.7146235275377,881,1,9,0.054893753660879514
967,3046.75218979836,609,1,5,0.054729072399896876
968,3325.7850042152495,741,1,6,0.054564885182697184
969,2662.0958530235366,501,1,3,0.05440119052714909
970,2656.577960658077,545,1,3,0.05423798695556764
971,2841.249682998662,555,1,2,0.05407527299470094
972,2777.80169025422,572,1,4,0.053913047175716836
973,3094.1294517135675,652,1,4,0.05375130803418968
974,3253.5152728653047,687,1,6,0.05359005411008711
975,2724.593898620609,543,1,2,0.053429283947756846
976,5287.601764965049,1170,1,15,0.053268996095913575
977,3680.0409821462754,794,1,10,0.05310918910762583
978,3055.540432796488,652,1,7,0.052949861540302956
979,6333.704002428027,1425,1,23,0.052791011955682046
980,3298.397631492625,693,1,7,0.052632638919815
981,2749.390850677496,553,1,4,0.052474741003055554
982,3317.240124130256,675,1,7,0.052317316780046384
983,3422.894845523843,703,1,7,0.05216036482970624
984,3666.024737815872,756,1,8,0.052003883735217124
985,5537.63306118011,1222,1,18,0.051847872084011475
986,2980.017861518868,637,1,4,0.05169232846775944
987,3138.245890922554,679,1,6,0.05153725148235616
988,2780.68688732148,577,1,3,0.051382639727909095
989,4651.8812830162115,969,1,12,0.051228491808725365
990,2823.9605789756865,562,1,4,0.05107480633329919
991,2760.246024971017,596,1,5,0.05092158191429929
992,2685.2717567825366,548,1,4,0.05076881716855639
993,2681.1827565383983,514,1,2,0.05061651071705072
994,2617.7724204254205,494,1,2,0.05046466118489957
995,2784.8986694335986,540,1,4,0.05031326720134487
996,2704.6858805465727,536,1,3,0.05016232739974084
997,3735.0573847198602,753,1,9,0.050011840417541614
998,4216.221005725872,960,1,11,0.04986180489628899
999,2960.5396152687113,654,1,6,0.04971221948160012
1000,3070.74212535859,658,1,5,0.04956308282315532
1001,2599.2908118057317,511,1,3,0.049414393574685855
1002,3937.5161728382304,895,1,10,0.049266150393961795
1003,2867.5628561878275,618,1,5,0.04911835194277991
1004,2761.656357479103,560,1,5,0.04897099688695157
1005,2739.279112091071,598,1,5,0.04882408389629071
1006,2830.4912643146577,589,1,4,0.04867761164460184
1007,2727.6363998222423,551,1,4,0.04853157880966803
1008,3392.5455822277177,721,1,6,0.048385984073239026
1009,3385.549256877913,721,1,6,0.048240826121019306
1010,7079.710254058782,1737,1,24,0.04809610364265625
1011,3180.0386038589563,661,1,5,0.04795181533172828
1012,10295.896789550712,2500,0,41,0.047807959885733095
1013,6178.228128480894,1435,1,19,0.0476645360060759
1014,10403.968383789002,2500,0,42,0.04752154239805767
1015,4095.8453228569174,912,1,10,0.047378977770863494
1016,7093.931470565767,1551,1,24,0.047236840837550906
1017,4818.396386451729,1099,1,14,0.04709513031503825
1018,4260.752705554979,956,1,11,0.04695384492409314
1019,4806.66593173028,1166,1,15,0.046812983389320856
1020,3226.0084215140396,642,1,5,0.04667254443915289
1021,2948.5704391861045,618,1,4,0.04653252680583543
1022,2976.790182838453,632,1,4,0.04639292922541793
1023,2744.015850486761,558,1,3,0.04625375043774167
1024,2952.5750808715934,630,1,5,0.046114989186428444
1025,3781.607376441971,832,1,9,0.045976644218869156
1026,2749.106170883185,538,1,2,0.04583871428621255
1027,2988.086154289253,604,1,4,0.04570119814335391
1028,3021.4783120727584,622,1,5,0.04556409454892385
1029,2949.695704078682,605,1,3,0.04542740226527708
1030,2670.5842974281354,522,1,2,0.045291120058481245
1031,3792.2414873695516,837,1,9,0.0451552466983058
1032,3027.0037089920133,607,1,5,0.04501978095821088
1033,3770.8347244262814,845,1,9,0.04488472161533625
1034,2987.9392405319268,631,1,4,0.04475006745049024
1035,2944.125061073309,598,1,5,0.04461581724813877
1036,2936.3622860336377,588,1,4,0.04448196979639435
1037,2971.194806404121,619,1,4,0.044348523887005165
1038,2831.5136280822803,561,1,4,0.04421547831534415
1039,2704.6158223724433,537,1,3,0.04408283188039812
1040,3320.8455868911824,679,1,5,0.04395058338475692
1041,2702.57833156586,545,1,4,0.04381873163460265
1042,3194.600075607306,666,1,6,0.04368727543969884
1043,2820.8759399223372,561,1,4,0.04355621361337974
1044,2690.2187572860744,548,1,2,0.0434255449725396
1045,2639.825827026371,480,1,2,0.043295268337621984
1046,2996.4514279401405,637,1,5,0.04316538253260912
1047,2865.748030204777,574,1,3,0.04303588638501129
1048,2919.376337127691,596,1,4,0.04290677872585626
1049,2574.3918437767047,481,1,1,0.042778058389678686
1050,2649.697709579472,519,1,2,0.04264972421450965
1051,2607.0052768135083,533,1,2,0.042521775041866126
1052,2756.135338096625,536,1,3,0.04239420971674053
1053,2546.221793308264,493,1,2,0.04226702708759031
1054,3201.957118268024,694,1,6,0.04214022600632754
1055,2596.8254714012196,530,1,3,0.042013805328308555
1056,2554.8048791694705,486,1,3,0.04188776391232363
1057,2566.764331007008,495,1,2,0.041762100620586655
1058,3150.9376861381584,656,1,4,0.041636814318724895
1059,2511.749746761326,472,1,1,0.04151190387576872
1060,3201.7342612075886,681,1,5,0.04138736816414141
1061,2600.6628811454807,512,1,2,0.041263206059648984
1062,2942.0179431629235,604,1,4,0.04113941644147004
1063,4235.212897777568,930,1,9,0.04101599819214563
1064,3784.091642844093,828,1,9,0.040892950197569194
1065,5572.48047491996,1263,1,15,0.040770271346976486
1066,5200.735090999603,1166,1,13,0.040647960532935554
1067,2681.728207283027,521,1,3,0.040526016651336746
1068,2839.1972248649627,572,1,4,0.040404438601382736
1069,2915.5349621200658,608,1,3,0.04028322528557859
1070,2692.258944487575,550,1,3,0.04016237560972185
1071,2692.9973315906577,584,1,4,0.04004188848289268
1072,2957.451545867931,637,1,4,0.039921762817444
1073,3571.7391951370337,776,1,7,0.03980199752899167
1074,2893.7192137146044,598,1,4,0.039682591536404695
1075,3079.415988254556,625,1,5,0.03956354376179548
1076,4051.7894076538214,904,1,10,0.03944485313051009
1077,2882.621472082143,582,1,3,0.03932651857111856
1078,2869.809486236578,578,1,3,0.039208539015405205
1079,3367.601075325018,727,1,6,0.03909091339835899
1080,2966.356171150213,604,1,3,0.03897364065816391
